pdb_filename	pae_filename	pos_covered	uniprot_id
AF-Q8N264-F1-model_v4.pdb.gz	AF-Q8N264-F1-predicted_aligned_error_v4.json	[1, 748]	Q8N264
AF-Q96P69-F1-model_v4.pdb.gz	AF-Q96P69-F1-predicted_aligned_error_v4.json	[1, 363]	Q96P69
AF-Q66K79-F1-model_v4.pdb.gz	AF-Q66K79-F1-predicted_aligned_error_v4.json	[1, 652]	Q66K79
AF-P53779-F1-model_v4.pdb.gz	AF-P53779-F1-predicted_aligned_error_v4.json	[1, 464]	P53779
AF-Q12923-F1-model_v4.pdb.gz	AF-Q12923-F1-predicted_aligned_error_v4.json	[1, 2485]	Q12923
AF-Q3KNW5-F1-model_v4.pdb.gz	AF-Q3KNW5-F1-predicted_aligned_error_v4.json	[1, 377]	Q3KNW5
AF-Q96KX1-F1-model_v4.pdb.gz	AF-Q96KX1-F1-predicted_aligned_error_v4.json	[1, 117]	Q96KX1
AF-P51825-F1-model_v4.pdb.gz	AF-P51825-F1-predicted_aligned_error_v4.json	[1, 1210]	P51825
AF-Q9P2G9-F1-model_v4.pdb.gz	AF-Q9P2G9-F1-predicted_aligned_error_v4.json	[1, 620]	Q9P2G9
AF-Q7Z5P4-F1-model_v4.pdb.gz	AF-Q7Z5P4-F1-predicted_aligned_error_v4.json	[1, 300]	Q7Z5P4
AF-Q9BW91-F1-model_v4.pdb.gz	AF-Q9BW91-F1-predicted_aligned_error_v4.json	[1, 350]	Q9BW91
AF-Q14515-F1-model_v4.pdb.gz	AF-Q14515-F1-predicted_aligned_error_v4.json	[1, 664]	Q14515
AF-Q9NZW4-F1-model_v4.pdb.gz	AF-Q9NZW4-F1-predicted_aligned_error_v4.json	[1, 1301]	Q9NZW4
AF-Q13316-F1-model_v4.pdb.gz	AF-Q13316-F1-predicted_aligned_error_v4.json	[1, 513]	Q13316
AF-P21815-F1-model_v4.pdb.gz	AF-P21815-F1-predicted_aligned_error_v4.json	[1, 317]	P21815
AF-Q9NQ76-F1-model_v4.pdb.gz	AF-Q9NQ76-F1-predicted_aligned_error_v4.json	[1, 525]	Q9NQ76
AF-P10451-F1-model_v4.pdb.gz	AF-P10451-F1-predicted_aligned_error_v4.json	[1, 314]	P10451
AF-Q13563-F1-model_v4.pdb.gz	AF-Q13563-F1-predicted_aligned_error_v4.json	[1, 968]	Q13563
AF-Q9UNQ0-F1-model_v4.pdb.gz	AF-Q9UNQ0-F1-predicted_aligned_error_v4.json	[1, 655]	Q9UNQ0
AF-Q8N3J5-F1-model_v4.pdb.gz	AF-Q8N3J5-F1-predicted_aligned_error_v4.json	[1, 372]	Q8N3J5
AF-Q8IVU3-F1-model_v4.pdb.gz	AF-Q8IVU3-F1-predicted_aligned_error_v4.json	[1, 1022]	Q8IVU3
AF-Q9UII4-F1-model_v4.pdb.gz	AF-Q9UII4-F1-predicted_aligned_error_v4.json	[1, 1024]	Q9UII4
AF-Q3MUY2-F1-model_v4.pdb.gz	AF-Q3MUY2-F1-predicted_aligned_error_v4.json	[1, 71]	Q3MUY2
AF-Q96I23-F1-model_v4.pdb.gz	AF-Q96I23-F1-predicted_aligned_error_v4.json	[1, 114]	Q96I23
AF-Q15034-F1-model_v4.pdb.gz	AF-Q15034-F1-predicted_aligned_error_v4.json	[1, 1050]	Q15034
AF-Q9NP08-F1-model_v4.pdb.gz	AF-Q9NP08-F1-predicted_aligned_error_v4.json	[1, 348]	Q9NP08
AF-Q96NT1-F1-model_v4.pdb.gz	AF-Q96NT1-F1-predicted_aligned_error_v4.json	[1, 182]	Q96NT1
AF-O94988-F1-model_v4.pdb.gz	AF-O94988-F1-predicted_aligned_error_v4.json	[1, 1023]	O94988
AF-Q4W5G0-F1-model_v4.pdb.gz	AF-Q4W5G0-F1-predicted_aligned_error_v4.json	[1, 525]	Q4W5G0
AF-Q6ZVF9-F1-model_v4.pdb.gz	AF-Q6ZVF9-F1-predicted_aligned_error_v4.json	[1, 776]	Q6ZVF9
AF-P37840-F1-model_v4.pdb.gz	AF-P37840-F1-predicted_aligned_error_v4.json	[1, 140]	P37840
AF-Q13201-F1-model_v4.pdb.gz	AF-Q13201-F1-predicted_aligned_error_v4.json	[1, 1228]	Q13201
AF-Q9C0I3-F1-model_v4.pdb.gz	AF-Q9C0I3-F1-predicted_aligned_error_v4.json	[1, 900]	Q9C0I3
AF-D6RGX4-F1-model_v4.pdb.gz	AF-D6RGX4-F1-predicted_aligned_error_v4.json	[1, 464]	D6RGX4
AF-C9JJH3-F1-model_v4.pdb.gz	AF-C9JJH3-F1-predicted_aligned_error_v4.json	[1, 530]	C9JJH3
AF-C9JVI0-F1-model_v4.pdb.gz	AF-C9JVI0-F1-predicted_aligned_error_v4.json	[1, 530]	C9JVI0
AF-C9JPN9-F1-model_v4.pdb.gz	AF-C9JPN9-F1-predicted_aligned_error_v4.json	[1, 530]	C9JPN9
AF-C9JLJ4-F1-model_v4.pdb.gz	AF-C9JLJ4-F1-predicted_aligned_error_v4.json	[1, 530]	C9JLJ4
AF-O43424-F1-model_v4.pdb.gz	AF-O43424-F1-predicted_aligned_error_v4.json	[1, 1007]	O43424
AF-C9J2P7-F1-model_v4.pdb.gz	AF-C9J2P7-F1-predicted_aligned_error_v4.json	[1, 553]	C9J2P7
AF-D6RBQ6-F1-model_v4.pdb.gz	AF-D6RBQ6-F1-predicted_aligned_error_v4.json	[1, 530]	D6RBQ6
AF-D6R9N7-F1-model_v4.pdb.gz	AF-D6R9N7-F1-predicted_aligned_error_v4.json	[1, 530]	D6R9N7
AF-D6RCP7-F1-model_v4.pdb.gz	AF-D6RCP7-F1-predicted_aligned_error_v4.json	[1, 530]	D6RCP7
AF-D6RJB6-F1-model_v4.pdb.gz	AF-D6RJB6-F1-predicted_aligned_error_v4.json	[1, 530]	D6RJB6
AF-D6R901-F1-model_v4.pdb.gz	AF-D6R901-F1-predicted_aligned_error_v4.json	[1, 530]	D6R901
AF-D6RA61-F1-model_v4.pdb.gz	AF-D6RA61-F1-predicted_aligned_error_v4.json	[1, 530]	D6RA61
AF-D6RBM5-F1-model_v4.pdb.gz	AF-D6RBM5-F1-predicted_aligned_error_v4.json	[1, 183]	D6RBM5
AF-Q0WX57-F1-model_v4.pdb.gz	AF-Q0WX57-F1-predicted_aligned_error_v4.json	[1, 530]	Q0WX57
AF-A8MUK1-F1-model_v4.pdb.gz	AF-A8MUK1-F1-predicted_aligned_error_v4.json	[1, 530]	A8MUK1
AF-Q92858-F1-model_v4.pdb.gz	AF-Q92858-F1-predicted_aligned_error_v4.json	[1, 354]	Q92858
AF-Q9H4L7-F1-model_v4.pdb.gz	AF-Q9H4L7-F1-predicted_aligned_error_v4.json	[1, 1026]	Q9H4L7
AF-O60760-F1-model_v4.pdb.gz	AF-O60760-F1-predicted_aligned_error_v4.json	[1, 199]	O60760
AF-P59861-F1-model_v4.pdb.gz	AF-P59861-F1-predicted_aligned_error_v4.json	[1, 70]	P59861
AF-Q96HC4-F1-model_v4.pdb.gz	AF-Q96HC4-F1-predicted_aligned_error_v4.json	[1, 596]	Q96HC4
AF-Q9BSA9-F1-model_v4.pdb.gz	AF-Q9BSA9-F1-predicted_aligned_error_v4.json	[1, 504]	Q9BSA9
AF-O00238-F1-model_v4.pdb.gz	AF-O00238-F1-predicted_aligned_error_v4.json	[1, 502]	O00238
AF-O95185-F1-model_v4.pdb.gz	AF-O95185-F1-predicted_aligned_error_v4.json	[1, 931]	O95185
AF-P29803-F1-model_v4.pdb.gz	AF-P29803-F1-predicted_aligned_error_v4.json	[1, 388]	P29803
AF-P52824-F1-model_v4.pdb.gz	AF-P52824-F1-predicted_aligned_error_v4.json	[1, 942]	P52824
AF-Q8N412-F1-model_v4.pdb.gz	AF-Q8N412-F1-predicted_aligned_error_v4.json	[1, 459]	Q8N412
AF-P21918-F1-model_v4.pdb.gz	AF-P21918-F1-predicted_aligned_error_v4.json	[1, 477]	P21918
AF-P52306-F1-model_v4.pdb.gz	AF-P52306-F1-predicted_aligned_error_v4.json	[1, 607]	P52306
AF-P62079-F1-model_v4.pdb.gz	AF-P62079-F1-predicted_aligned_error_v4.json	[1, 268]	P62079
AF-P06730-F1-model_v4.pdb.gz	AF-P06730-F1-predicted_aligned_error_v4.json	[1, 217]	P06730
AF-Q9H2B4-F1-model_v4.pdb.gz	AF-Q9H2B4-F1-predicted_aligned_error_v4.json	[1, 701]	Q9H2B4
AF-P53582-F1-model_v4.pdb.gz	AF-P53582-F1-predicted_aligned_error_v4.json	[1, 386]	P53582
AF-P11766-F1-model_v4.pdb.gz	AF-P11766-F1-predicted_aligned_error_v4.json	[1, 374]	P11766
AF-P08319-F1-model_v4.pdb.gz	AF-P08319-F1-predicted_aligned_error_v4.json	[1, 380]	P08319
AF-P28332-F1-model_v4.pdb.gz	AF-P28332-F1-predicted_aligned_error_v4.json	[1, 368]	P28332
AF-P07327-F1-model_v4.pdb.gz	AF-P07327-F1-predicted_aligned_error_v4.json	[1, 375]	P07327
AF-P00326-F1-model_v4.pdb.gz	AF-P00326-F1-predicted_aligned_error_v4.json	[1, 375]	P00326
AF-P40394-F1-model_v4.pdb.gz	AF-P40394-F1-predicted_aligned_error_v4.json	[1, 386]	P40394
AF-Q53FE4-F1-model_v4.pdb.gz	AF-Q53FE4-F1-predicted_aligned_error_v4.json	[1, 359]	Q53FE4
AF-Q8TBZ6-F1-model_v4.pdb.gz	AF-Q8TBZ6-F1-predicted_aligned_error_v4.json	[1, 339]	Q8TBZ6
AF-P55157-F1-model_v4.pdb.gz	AF-P55157-F1-predicted_aligned_error_v4.json	[1, 894]	P55157
AF-D6RIA3-F1-model_v4.pdb.gz	AF-D6RIA3-F1-predicted_aligned_error_v4.json	[1, 1793]	D6RIA3
AF-Q9UN19-F1-model_v4.pdb.gz	AF-Q9UN19-F1-predicted_aligned_error_v4.json	[1, 280]	Q9UN19
AF-Q9UHA4-F1-model_v4.pdb.gz	AF-Q9UHA4-F1-predicted_aligned_error_v4.json	[1, 124]	Q9UHA4
AF-Q8TBM8-F1-model_v4.pdb.gz	AF-Q8TBM8-F1-predicted_aligned_error_v4.json	[1, 379]	Q8TBM8
AF-P0C0S5-F1-model_v4.pdb.gz	AF-P0C0S5-F1-predicted_aligned_error_v4.json	[1, 128]	P0C0S5
AF-Q8TBP5-F1-model_v4.pdb.gz	AF-Q8TBP5-F1-predicted_aligned_error_v4.json	[1, 190]	Q8TBP5
AF-Q92187-F1-model_v4.pdb.gz	AF-Q92187-F1-predicted_aligned_error_v4.json	[1, 359]	Q92187
AF-Q969F2-F1-model_v4.pdb.gz	AF-Q969F2-F1-predicted_aligned_error_v4.json	[1, 451]	Q969F2
AF-Q6ZQN7-F1-model_v4.pdb.gz	AF-Q6ZQN7-F1-predicted_aligned_error_v4.json	[1, 724]	Q6ZQN7
AF-Q6P4H8-F1-model_v4.pdb.gz	AF-Q6P4H8-F1-predicted_aligned_error_v4.json	[1, 233]	Q6P4H8
AF-Q86UG4-F1-model_v4.pdb.gz	AF-Q86UG4-F1-predicted_aligned_error_v4.json	[1, 719]	Q86UG4
AF-P48643-F1-model_v4.pdb.gz	AF-P48643-F1-predicted_aligned_error_v4.json	[1, 541]	P48643
AF-Q96DG6-F1-model_v4.pdb.gz	AF-Q96DG6-F1-predicted_aligned_error_v4.json	[1, 245]	Q96DG6
AF-P19021-F1-model_v4.pdb.gz	AF-P19021-F1-predicted_aligned_error_v4.json	[1, 973]	P19021
AF-Q9NXP7-F1-model_v4.pdb.gz	AF-Q9NXP7-F1-predicted_aligned_error_v4.json	[1, 522]	Q9NXP7
AF-O43314-F1-model_v4.pdb.gz	AF-O43314-F1-predicted_aligned_error_v4.json	[1, 1243]	O43314
AF-Q96GV9-F1-model_v4.pdb.gz	AF-Q96GV9-F1-predicted_aligned_error_v4.json	[1, 206]	Q96GV9
AF-O60337-F1-model_v4.pdb.gz	AF-O60337-F1-predicted_aligned_error_v4.json	[1, 910]	O60337
AF-Q9BQG2-F1-model_v4.pdb.gz	AF-Q9BQG2-F1-predicted_aligned_error_v4.json	[1, 462]	Q9BQG2
AF-Q96C74-F1-model_v4.pdb.gz	AF-Q96C74-F1-predicted_aligned_error_v4.json	[1, 230]	Q96C74
AF-Q9Y666-F1-model_v4.pdb.gz	AF-Q9Y666-F1-predicted_aligned_error_v4.json	[1, 1083]	Q9Y666
AF-A6NCL7-F1-model_v4.pdb.gz	AF-A6NCL7-F1-predicted_aligned_error_v4.json	[1, 494]	A6NCL7
AF-P51397-F1-model_v4.pdb.gz	AF-P51397-F1-predicted_aligned_error_v4.json	[1, 102]	P51397
AF-P52803-F1-model_v4.pdb.gz	AF-P52803-F1-predicted_aligned_error_v4.json	[1, 228]	P52803
AF-Q9UF56-F1-model_v4.pdb.gz	AF-Q9UF56-F1-predicted_aligned_error_v4.json	[1, 701]	Q9UF56
AF-P16591-F1-model_v4.pdb.gz	AF-P16591-F1-predicted_aligned_error_v4.json	[1, 822]	P16591
AF-O43164-F1-model_v4.pdb.gz	AF-O43164-F1-predicted_aligned_error_v4.json	[1, 708]	O43164
AF-Q16706-F1-model_v4.pdb.gz	AF-Q16706-F1-predicted_aligned_error_v4.json	[1, 1144]	Q16706
AF-Q9UQB3-F1-model_v4.pdb.gz	AF-Q9UQB3-F1-predicted_aligned_error_v4.json	[1, 1225]	Q9UQB3
AF-C9JQI7-F1-model_v4.pdb.gz	AF-C9JQI7-F1-predicted_aligned_error_v4.json	[1, 657]	C9JQI7
AF-Q96AG3-F1-model_v4.pdb.gz	AF-Q96AG3-F1-predicted_aligned_error_v4.json	[1, 418]	Q96AG3
AF-Q969D9-F1-model_v4.pdb.gz	AF-Q969D9-F1-predicted_aligned_error_v4.json	[1, 159]	Q969D9
AF-Q16566-F1-model_v4.pdb.gz	AF-Q16566-F1-predicted_aligned_error_v4.json	[1, 473]	Q16566
AF-Q96DR4-F1-model_v4.pdb.gz	AF-Q96DR4-F1-predicted_aligned_error_v4.json	[1, 205]	Q96DR4
AF-Q16612-F1-model_v4.pdb.gz	AF-Q16612-F1-predicted_aligned_error_v4.json	[1, 68]	Q16612
AF-Q9HCS5-F1-model_v4.pdb.gz	AF-Q9HCS5-F1-predicted_aligned_error_v4.json	[1, 686]	Q9HCS5
AF-P25054-F1-model_v4.pdb.gz		[1, 1400]	P25054
AF-P25054-F2-model_v4.pdb.gz		[201, 1600]	P25054
AF-P25054-F3-model_v4.pdb.gz		[401, 1800]	P25054
AF-P25054-F4-model_v4.pdb.gz		[601, 2000]	P25054
AF-P25054-F5-model_v4.pdb.gz		[801, 2200]	P25054
AF-P25054-F6-model_v4.pdb.gz		[1001, 2400]	P25054
AF-P25054-F7-model_v4.pdb.gz		[1201, 2600]	P25054
AF-P25054-F8-model_v4.pdb.gz		[1401, 2800]	P25054
AF-P25054-F9-model_v4.pdb.gz		[1601, 2843]	P25054
AF-P09132-F1-model_v4.pdb.gz	AF-P09132-F1-predicted_aligned_error_v4.json	[1, 144]	P09132
AF-Q00765-F1-model_v4.pdb.gz	AF-Q00765-F1-predicted_aligned_error_v4.json	[1, 189]	Q00765
AF-Q8IU60-F1-model_v4.pdb.gz	AF-Q8IU60-F1-predicted_aligned_error_v4.json	[1, 420]	Q8IU60
AF-P23508-F1-model_v4.pdb.gz	AF-P23508-F1-predicted_aligned_error_v4.json	[1, 829]	P23508
AF-Q9BXA7-F1-model_v4.pdb.gz	AF-Q9BXA7-F1-predicted_aligned_error_v4.json	[1, 367]	Q9BXA7
AF-Q9H6S0-F1-model_v4.pdb.gz	AF-Q9H6S0-F1-predicted_aligned_error_v4.json	[1, 1430]	Q9H6S0
AF-Q9NQ86-F1-model_v4.pdb.gz	AF-Q9NQ86-F1-predicted_aligned_error_v4.json	[1, 728]	Q9NQ86
AF-P53609-F1-model_v4.pdb.gz	AF-P53609-F1-predicted_aligned_error_v4.json	[1, 377]	P53609
AF-Q8NEF3-F1-model_v4.pdb.gz	AF-Q8NEF3-F1-predicted_aligned_error_v4.json	[1, 446]	Q8NEF3
AF-Q96JP0-F1-model_v4.pdb.gz	AF-Q96JP0-F1-predicted_aligned_error_v4.json	[1, 617]	Q96JP0
AF-Q86XR7-F1-model_v4.pdb.gz	AF-Q86XR7-F1-predicted_aligned_error_v4.json	[1, 235]	Q86XR7
AF-Q9Y3B3-F1-model_v4.pdb.gz	AF-Q9Y3B3-F1-predicted_aligned_error_v4.json	[1, 224]	Q9Y3B3
AF-Q16878-F1-model_v4.pdb.gz	AF-Q16878-F1-predicted_aligned_error_v4.json	[1, 200]	Q16878
AF-O94817-F1-model_v4.pdb.gz	AF-O94817-F1-predicted_aligned_error_v4.json	[1, 140]	O94817
AF-Q92572-F1-model_v4.pdb.gz	AF-Q92572-F1-predicted_aligned_error_v4.json	[1, 193]	Q92572
AF-Q6Q4G3-F1-model_v4.pdb.gz	AF-Q6Q4G3-F1-predicted_aligned_error_v4.json	[1, 990]	Q6Q4G3
AF-P0DKL9-F1-model_v4.pdb.gz	AF-P0DKL9-F1-predicted_aligned_error_v4.json	[1, 152]	P0DKL9
AF-Q9Y6G5-F1-model_v4.pdb.gz	AF-Q9Y6G5-F1-predicted_aligned_error_v4.json	[1, 202]	Q9Y6G5
AF-Q8NBA8-F1-model_v4.pdb.gz	AF-Q8NBA8-F1-predicted_aligned_error_v4.json	[1, 298]	Q8NBA8
AF-Q9Y485-F1-model_v4.pdb.gz		[1, 1400]	Q9Y485
AF-Q9Y485-F2-model_v4.pdb.gz		[201, 1600]	Q9Y485
AF-Q9Y485-F3-model_v4.pdb.gz		[401, 1800]	Q9Y485
AF-Q9Y485-F4-model_v4.pdb.gz		[601, 2000]	Q9Y485
AF-Q9Y485-F5-model_v4.pdb.gz		[801, 2200]	Q9Y485
AF-Q9Y485-F6-model_v4.pdb.gz		[1001, 2400]	Q9Y485
AF-Q9Y485-F7-model_v4.pdb.gz		[1201, 2600]	Q9Y485
AF-Q9Y485-F8-model_v4.pdb.gz		[1401, 2800]	Q9Y485
AF-Q9Y485-F9-model_v4.pdb.gz		[1601, 3000]	Q9Y485
AF-Q9Y485-F10-model_v4.pdb.gz		[1801, 3027]	Q9Y485
AF-O95379-F1-model_v4.pdb.gz	AF-O95379-F1-predicted_aligned_error_v4.json	[1, 198]	O95379
AF-P51659-F1-model_v4.pdb.gz	AF-P51659-F1-predicted_aligned_error_v4.json	[1, 736]	P51659
AF-Q695T7-F1-model_v4.pdb.gz	AF-Q695T7-F1-predicted_aligned_error_v4.json	[1, 634]	Q695T7
AF-Q569H4-F1-model_v4.pdb.gz	AF-Q569H4-F1-predicted_aligned_error_v4.json	[1, 304]	Q569H4
AF-Q8N4E7-F1-model_v4.pdb.gz	AF-Q8N4E7-F1-predicted_aligned_error_v4.json	[1, 242]	Q8N4E7
AF-Q8NEF9-F1-model_v4.pdb.gz	AF-Q8NEF9-F1-predicted_aligned_error_v4.json	[1, 429]	Q8NEF9
AF-P28300-F1-model_v4.pdb.gz	AF-P28300-F1-predicted_aligned_error_v4.json	[1, 417]	P28300
AF-Q6S9Z5-F1-model_v4.pdb.gz	AF-Q6S9Z5-F1-predicted_aligned_error_v4.json	[1, 364]	Q6S9Z5
AF-A0A1B0GTH9-F1-model_v4.pdb.gz	AF-A0A1B0GTH9-F1-predicted_aligned_error_v4.json	[1, 108]	A0A1B0GTH9
AF-Q9Y6H5-F1-model_v4.pdb.gz	AF-Q9Y6H5-F1-predicted_aligned_error_v4.json	[1, 919]	Q9Y6H5
AF-Q96N87-F1-model_v4.pdb.gz	AF-Q96N87-F1-predicted_aligned_error_v4.json	[1, 628]	Q96N87
AF-O60749-F1-model_v4.pdb.gz	AF-O60749-F1-predicted_aligned_error_v4.json	[1, 519]	O60749
AF-Q9Y343-F1-model_v4.pdb.gz	AF-Q9Y343-F1-predicted_aligned_error_v4.json	[1, 169]	Q9Y343
AF-P45877-F1-model_v4.pdb.gz	AF-P45877-F1-predicted_aligned_error_v4.json	[1, 212]	P45877
AF-Q9NQX0-F1-model_v4.pdb.gz	AF-Q9NQX0-F1-predicted_aligned_error_v4.json	[1, 595]	Q9NQX0
AF-Q8N960-F1-model_v4.pdb.gz	AF-Q8N960-F1-predicted_aligned_error_v4.json	[1, 986]	Q8N960
AF-Q9Y6M4-F1-model_v4.pdb.gz	AF-Q9Y6M4-F1-predicted_aligned_error_v4.json	[1, 447]	Q9Y6M4
AF-Q9ULD9-F1-model_v4.pdb.gz	AF-Q9ULD9-F1-predicted_aligned_error_v4.json	[1, 1512]	Q9ULD9
AF-O14746-F1-model_v4.pdb.gz	AF-O14746-F1-predicted_aligned_error_v4.json	[1, 1132]	O14746
AF-Q96HH9-F1-model_v4.pdb.gz	AF-Q96HH9-F1-predicted_aligned_error_v4.json	[1, 432]	Q96HH9
AF-P49419-F1-model_v4.pdb.gz	AF-P49419-F1-predicted_aligned_error_v4.json	[1, 539]	P49419
AF-Q9H814-F1-model_v4.pdb.gz	AF-Q9H814-F1-predicted_aligned_error_v4.json	[1, 394]	Q9H814
AF-Q6ZNM6-F1-model_v4.pdb.gz	AF-Q6ZNM6-F1-predicted_aligned_error_v4.json	[1, 134]	Q6ZNM6
AF-P20700-F1-model_v4.pdb.gz	AF-P20700-F1-predicted_aligned_error_v4.json	[1, 586]	P20700
AF-Q86UD3-F1-model_v4.pdb.gz	AF-Q86UD3-F1-predicted_aligned_error_v4.json	[1, 253]	Q86UD3
AF-A6NC05-F1-model_v4.pdb.gz	AF-A6NC05-F1-predicted_aligned_error_v4.json	[1, 138]	A6NC05
AF-Q96M27-F1-model_v4.pdb.gz	AF-Q96M27-F1-predicted_aligned_error_v4.json	[1, 445]	Q96M27
AF-Q4LDR2-F1-model_v4.pdb.gz	AF-Q4LDR2-F1-predicted_aligned_error_v4.json	[1, 81]	Q4LDR2
AF-P55011-F1-model_v4.pdb.gz	AF-P55011-F1-predicted_aligned_error_v4.json	[1, 1212]	P55011
AF-P35556-F1-model_v4.pdb.gz		[1, 1400]	P35556
AF-P35556-F2-model_v4.pdb.gz		[201, 1600]	P35556
AF-P35556-F3-model_v4.pdb.gz		[401, 1800]	P35556
AF-P35556-F4-model_v4.pdb.gz		[601, 2000]	P35556
AF-P35556-F5-model_v4.pdb.gz		[801, 2200]	P35556
AF-P35556-F6-model_v4.pdb.gz		[1001, 2400]	P35556
AF-P35556-F7-model_v4.pdb.gz		[1201, 2600]	P35556
AF-P35556-F8-model_v4.pdb.gz		[1401, 2800]	P35556
AF-P35556-F9-model_v4.pdb.gz		[1601, 2912]	P35556
AF-Q9Y2P4-F1-model_v4.pdb.gz	AF-Q9Y2P4-F1-predicted_aligned_error_v4.json	[1, 619]	Q9Y2P4
AF-Q96CN7-F1-model_v4.pdb.gz	AF-Q96CN7-F1-predicted_aligned_error_v4.json	[1, 298]	Q96CN7
AF-P59773-F1-model_v4.pdb.gz	AF-P59773-F1-predicted_aligned_error_v4.json	[1, 190]	P59773
AF-Q70JA7-F1-model_v4.pdb.gz	AF-Q70JA7-F1-predicted_aligned_error_v4.json	[1, 882]	Q70JA7
AF-P49773-F1-model_v4.pdb.gz	AF-P49773-F1-predicted_aligned_error_v4.json	[1, 126]	P49773
AF-Q5U5X0-F1-model_v4.pdb.gz	AF-Q5U5X0-F1-predicted_aligned_error_v4.json	[1, 104]	Q5U5X0
AF-Q9NRR3-F1-model_v4.pdb.gz	AF-Q9NRR3-F1-predicted_aligned_error_v4.json	[1, 84]	Q9NRR3
AF-Q8TEU7-F1-model_v4.pdb.gz	AF-Q8TEU7-F1-predicted_aligned_error_v4.json	[1, 1601]	Q8TEU7
AF-Q8TF40-F1-model_v4.pdb.gz	AF-Q8TF40-F1-predicted_aligned_error_v4.json	[1, 1166]	Q8TF40
AF-A0A087WXM9-F1-model_v4.pdb.gz	AF-A0A087WXM9-F1-predicted_aligned_error_v4.json	[1, 373]	A0A087WXM9
AF-Q96KA5-F1-model_v4.pdb.gz	AF-Q96KA5-F1-predicted_aligned_error_v4.json	[1, 538]	Q96KA5
AF-Q9UKU0-F1-model_v4.pdb.gz	AF-Q9UKU0-F1-predicted_aligned_error_v4.json	[1, 697]	Q9UKU0
AF-P08700-F1-model_v4.pdb.gz	AF-P08700-F1-predicted_aligned_error_v4.json	[1, 152]	P08700
AF-P04141-F1-model_v4.pdb.gz	AF-P04141-F1-predicted_aligned_error_v4.json	[1, 144]	P04141
AF-O15460-F1-model_v4.pdb.gz	AF-O15460-F1-predicted_aligned_error_v4.json	[1, 535]	O15460
AF-P50479-F1-model_v4.pdb.gz	AF-P50479-F1-predicted_aligned_error_v4.json	[1, 330]	P50479
AF-Q9H015-F1-model_v4.pdb.gz	AF-Q9H015-F1-predicted_aligned_error_v4.json	[1, 551]	Q9H015
AF-O76082-F1-model_v4.pdb.gz	AF-O76082-F1-predicted_aligned_error_v4.json	[1, 557]	O76082
AF-P10914-F1-model_v4.pdb.gz	AF-P10914-F1-predicted_aligned_error_v4.json	[1, 325]	P10914
AF-Q92878-F1-model_v4.pdb.gz	AF-Q92878-F1-predicted_aligned_error_v4.json	[1, 1312]	Q92878
AF-P05112-F1-model_v4.pdb.gz	AF-P05112-F1-predicted_aligned_error_v4.json	[1, 153]	P05112
AF-Q9Y496-F1-model_v4.pdb.gz	AF-Q9Y496-F1-predicted_aligned_error_v4.json	[1, 699]	Q9Y496
AF-Q6ZMN8-F1-model_v4.pdb.gz	AF-Q6ZMN8-F1-predicted_aligned_error_v4.json	[1, 369]	Q6ZMN8
AF-Q92599-F1-model_v4.pdb.gz	AF-Q92599-F1-predicted_aligned_error_v4.json	[1, 483]	Q92599
AF-Q2M3G4-F1-model_v4.pdb.gz	AF-Q2M3G4-F1-predicted_aligned_error_v4.json	[1, 852]	Q2M3G4
AF-O60383-F1-model_v4.pdb.gz	AF-O60383-F1-predicted_aligned_error_v4.json	[1, 454]	O60383
AF-O14949-F1-model_v4.pdb.gz	AF-O14949-F1-predicted_aligned_error_v4.json	[1, 82]	O14949
AF-Q969E1-F1-model_v4.pdb.gz	AF-Q969E1-F1-predicted_aligned_error_v4.json	[1, 77]	Q969E1
AF-Q9UHB7-F1-model_v4.pdb.gz	AF-Q9UHB7-F1-predicted_aligned_error_v4.json	[1, 1163]	Q9UHB7
AF-Q8TBK6-F1-model_v4.pdb.gz	AF-Q8TBK6-F1-predicted_aligned_error_v4.json	[1, 192]	Q8TBK6
AF-P34932-F1-model_v4.pdb.gz	AF-P34932-F1-predicted_aligned_error_v4.json	[1, 840]	P34932
AF-Q6MZW2-F1-model_v4.pdb.gz	AF-Q6MZW2-F1-predicted_aligned_error_v4.json	[1, 842]	Q6MZW2
AF-Q8NC54-F1-model_v4.pdb.gz	AF-Q8NC54-F1-predicted_aligned_error_v4.json	[1, 265]	Q8NC54
AF-P21796-F1-model_v4.pdb.gz	AF-P21796-F1-predicted_aligned_error_v4.json	[1, 283]	P21796
AF-P63208-F1-model_v4.pdb.gz	AF-P63208-F1-predicted_aligned_error_v4.json	[1, 163]	P63208
AF-P67775-F1-model_v4.pdb.gz	AF-P67775-F1-predicted_aligned_error_v4.json	[1, 309]	P67775
AF-Q8IVW4-F1-model_v4.pdb.gz	AF-Q8IVW4-F1-predicted_aligned_error_v4.json	[1, 592]	Q8IVW4
AF-P63146-F1-model_v4.pdb.gz	AF-P63146-F1-predicted_aligned_error_v4.json	[1, 152]	P63146
AF-Q96HQ2-F1-model_v4.pdb.gz	AF-Q96HQ2-F1-predicted_aligned_error_v4.json	[1, 116]	Q96HQ2
AF-Q9NQC1-F1-model_v4.pdb.gz	AF-Q9NQC1-F1-predicted_aligned_error_v4.json	[1, 790]	Q9NQC1
AF-Q9Y6B6-F1-model_v4.pdb.gz	AF-Q9Y6B6-F1-predicted_aligned_error_v4.json	[1, 198]	Q9Y6B6
